,entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
1527,Eswatini,SWZ,1950,17.5,1.27,271670.0,Africa
1528,Eswatini,SWZ,1955,,1.55,307222.0,Africa
1529,Eswatini,SWZ,1960,,1.81,345339.0,Africa
1530,Eswatini,SWZ,1965,,2.16,388342.0,Africa
1531,Eswatini,SWZ,1970,,3.0,441223.0,Africa
1532,Eswatini,SWZ,1975,,3.96,507675.0,Africa
1533,Eswatini,SWZ,1976,55.33,,523339.0,Africa
1534,Eswatini,SWZ,1980,,4.6,596657.0,Africa
1535,Eswatini,SWZ,1985,,5.26,706204.0,Africa
1536,Eswatini,SWZ,1986,67.24,,734736.0,Africa
1537,Eswatini,SWZ,1990,,5.28,872436.0,Africa
1538,Eswatini,SWZ,1995,,5.2,970439.0,Africa
1539,Eswatini,SWZ,2000,81.66,4.62,1041428.0,Africa
1540,Eswatini,SWZ,2005,,4.64,1079022.0,Africa
1541,Eswatini,SWZ,2010,,5.33,1111651.0,Africa
1542,Eswatini,SWZ,2015,,5.77,1142822.0,Africa
1543,Eswatini,SWZ,2020,,6.46,1192734.0,Africa
1544,Eswatini,SWZ,2022,90.75,,1218921.0,Africa
1545,Ethiopia,ETH,1950,3.0,,17670418.0,Africa
1546,Ethiopia,ETH,1994,27.01,,55611514.0,Africa
1547,Ethiopia,ETH,2004,35.9,,76077211.0,Africa
1548,Ethiopia,ETH,2007,39.0,,83103218.0,Africa
1549,Ethiopia,ETH,2013,48.354973,,98438752.0,Africa
1550,Ethiopia,ETH,2016,47.49,,106718163.0,Africa
1551,Ethiopia,ETH,2019,55.05,,115737384.0,Africa
1552,Ethiopia,ETH,2021,54.88537,,122138588.0,Africa
1553,Ethiopia,ETH,2022,60.46,,125384285.0,Africa
1554,Europe,OWID_EUR,1870,,1.1955043,318496223.0,
1555,Europe,OWID_EUR,1875,,1.30278,331195305.0,
1556,Europe,OWID_EUR,1880,,1.4766871,344673453.0,
1557,Europe,OWID_EUR,1885,,1.6514844,358686783.0,
1558,Europe,OWID_EUR,1890,,1.8291454,373396202.0,
1559,Europe,OWID_EUR,1895,,2.01581,389164415.0,
1560,Europe,OWID_EUR,1900,,2.2164466,405874841.0,
1561,Europe,OWID_EUR,1905,,2.4723094,424074645.0,
1562,Europe,OWID_EUR,1910,,2.6848907,441597178.0,
1563,Europe,OWID_EUR,1915,,2.98819,448886334.0,
1564,Europe,OWID_EUR,1920,,3.3209662,455905600.0,
1565,Europe,OWID_EUR,1925,,3.625755,472684702.0,
1566,Europe,OWID_EUR,1930,,3.8634381,491337000.0,
1567,Europe,OWID_EUR,1935,,4.219889,509162668.0,
1568,Europe,OWID_EUR,1940,,4.57336,526706729.0,
1569,Europe,OWID_EUR,1945,,4.9206114,538385925.0,
1570,Europe,OWID_EUR,1950,,5.2873154,549374181.0,
1571,Europe,OWID_EUR,1955,,5.575027,575990558.0,
1572,Europe,OWID_EUR,1960,,5.8116856,606417128.0,
1573,Europe,OWID_EUR,1965,,6.2470074,635044327.0,
1574,Europe,OWID_EUR,1970,,6.7751517,657660067.0,
1575,Europe,OWID_EUR,1975,,7.380262,677953491.0,
1576,Europe,OWID_EUR,1980,,7.9766736,694976561.0,
1577,Europe,OWID_EUR,1985,,8.54389,709686996.0,
1578,Europe,OWID_EUR,1990,,9.28623,724943715.0,
1579,Europe,OWID_EUR,1995,,9.9699335,730260103.0,
1580,Europe,OWID_EUR,2000,,10.59524,729129967.0,
1581,Europe,OWID_EUR,2005,,11.250854,733101021.0,
1582,Europe,OWID_EUR,2010,,11.683311,739291483.0,
1583,Europe,OWID_EUR,2015,,11.717827,745474876.0,
1584,Europe,OWID_EUR,2020,,11.9022875,750844584.0,
1585,Europe and Central Asia (WB),WB_ECA,1994,95.8,,,
1586,Europe and Central Asia (WB),WB_ECA,1995,95.95,,,
1587,Europe and Central Asia (WB),WB_ECA,1996,96.13,,,
1588,Europe and Central Asia (WB),WB_ECA,1997,96.26,,,
1589,Europe and Central Asia (WB),WB_ECA,1998,96.42,,,
1590,Europe and Central Asia (WB),WB_ECA,1999,96.54,,,
1591,Europe and Central Asia (WB),WB_ECA,2000,96.64,,,
1592,Europe and Central Asia (WB),WB_ECA,2002,96.9,,,
1593,Europe and Central Asia (WB),WB_ECA,2003,96.99,,,
1594,Europe and Central Asia (WB),WB_ECA,2004,97.07,,,
1595,Europe and Central Asia (WB),WB_ECA,2005,97.19,,,
1596,Europe and Central Asia (WB),WB_ECA,2006,97.25,,,
1597,Europe and Central Asia (WB),WB_ECA,2007,97.33,,,
1598,Europe and Central Asia (WB),WB_ECA,2008,97.45,,,
1599,Europe and Central Asia (WB),WB_ECA,2009,97.71,,,
1600,Europe and Central Asia (WB),WB_ECA,2010,97.87,,,
1601,Europe and Central Asia (WB),WB_ECA,2011,98.02,,,
1602,Europe and Central Asia (WB),WB_ECA,2012,98.12,,,
1603,Europe and Central Asia (WB),WB_ECA,2013,98.18,,,
1604,Europe and Central Asia (WB),WB_ECA,2014,98.22,,,
1605,Europe and Central Asia (WB),WB_ECA,2015,98.27,,,
1606,Europe and Central Asia (WB),WB_ECA,2016,98.33,,,
1607,Europe and Central Asia (WB),WB_ECA,2017,98.41,,,
1608,Europe and Central Asia (WB),WB_ECA,2018,98.5,,,
1609,Europe and Central Asia (WB),WB_ECA,2019,98.57,,,
1610,Europe and Central Asia (WB),WB_ECA,2020,98.61,,,
1611,Europe and Central Asia (WB),WB_ECA,2021,98.74,,,
1612,Europe and Central Asia (WB),WB_ECA,2022,98.75,,,
1613,Europe and Central Asia (WB),WB_ECA,2023,98.77,,,
1614,Europe and Northern America (SDG),,2003,97.91,,,
1615,Europe and Northern America (SDG),,2004,97.97,,,
1616,Europe and Northern America (SDG),,2005,98.02,,,
1617,Europe and Northern America (SDG),,2006,98.09,,,
1618,Europe and Northern America (SDG),,2018,98.62,,,
1619,Europe and Northern America (SDG),,2019,98.65,,,
1620,Europe and Northern America (SDG),,2020,98.67,,,
1621,Europe and Northern America (SDG),,2021,98.78,,,
1622,Europe and Northern America (SDG),,2022,98.78,,,
1623,Falkland Islands,FLK,1950,92.5,,2214.0,South America
1624,Faroe Islands,FRO,1950,98.5,,31690.0,Europe
1625,Fiji,FJI,1870,,0.01,132535.0,Oceania
1626,Fiji,FJI,1875,,0.01,131435.0,Oceania
1627,Fiji,FJI,1880,,0.01,130163.0,Oceania
1628,Fiji,FJI,1885,,0.01,127772.0,Oceania
1629,Fiji,FJI,1890,,0.02,125548.0,Oceania
1630,Fiji,FJI,1895,,0.03,125255.0,Oceania
1631,Fiji,FJI,1900,,0.05,126498.0,Oceania
1632,Fiji,FJI,1905,,0.08,135900.0,Oceania
1633,Fiji,FJI,1910,,0.25,147045.0,Oceania
1634,Fiji,FJI,1915,,0.46,156729.0,Oceania
1635,Fiji,FJI,1920,,0.88,167453.0,Oceania
1636,Fiji,FJI,1925,,1.61,186774.0,Oceania
1637,Fiji,FJI,1930,,2.0,210278.0,Oceania
1638,Fiji,FJI,1935,,2.41,240404.0,Oceania
1639,Fiji,FJI,1940,,2.76,272546.0,Oceania
1640,Fiji,FJI,1945,,3.08,289423.0,Oceania
1641,Fiji,FJI,1950,67.5,3.77,309525.0,Oceania
1642,Fiji,FJI,1955,,4.24,349084.0,Oceania
1643,Fiji,FJI,1960,,4.57,404901.0,Oceania
1644,Fiji,FJI,1965,,5.24,472583.0,Oceania
1645,Fiji,FJI,1970,,5.67,531198.0,Oceania
1646,Fiji,FJI,1975,,6.4,575919.0,Oceania
1647,Fiji,FJI,1980,,7.16,641985.0,Oceania
1648,Fiji,FJI,1985,,7.85,723767.0,Oceania
1649,Fiji,FJI,1990,,9.24,773325.0,Oceania
1650,Fiji,FJI,1995,,10.28,798750.0,Oceania
1651,Fiji,FJI,2000,,9.97,840913.0,Oceania
1652,Fiji,FJI,2005,,9.76,882384.0,Oceania
1653,Fiji,FJI,2010,,10.35,910427.0,Oceania
1654,Fiji,FJI,2015,,11.09,918585.0,Oceania
1655,Fiji,FJI,2020,,11.52,914971.0,Oceania
1656,Finland,FIN,1870,,0.13,1768777.0,Europe
1657,Finland,FIN,1875,,0.16,1894323.0,Europe
1658,Finland,FIN,1880,,0.19,2044905.0,Europe
1659,Finland,FIN,1885,,0.23,2198670.0,Europe
1660,Finland,FIN,1890,,0.3,2358016.0,Europe
1661,Finland,FIN,1895,,0.39,2499032.0,Europe
1662,Finland,FIN,1900,38.8,1.16,2641827.0,Europe
1663,Finland,FIN,1905,,1.55,2781046.0,Europe
1664,Finland,FIN,1910,55.3,1.63,2919587.0,Europe
1665,Finland,FIN,1915,,1.98,3025373.0,Europe
1666,Finland,FIN,1920,69.9,2.35,3134300.0,Europe
1667,Finland,FIN,1925,,2.74,3282981.0,Europe
1668,Finland,FIN,1930,84.1,3.09,3439039.0,Europe
1669,Finland,FIN,1935,,3.4,3566585.0,Europe
1670,Finland,FIN,1940,,3.52,3695558.0,Europe
1671,Finland,FIN,1945,,3.68,3845261.0,Europe
1672,Finland,FIN,1950,98.5,3.91,4008410.0,Europe
1673,Finland,FIN,1955,,4.06,4235197.0,Europe
1674,Finland,FIN,1960,,4.25,4429631.0,Europe
1675,Finland,FIN,1965,,4.97,4564150.0,Europe
1676,Finland,FIN,1970,,5.99,4606308.0,Europe
1677,Finland,FIN,1975,,7.11,4711172.0,Europe
1678,Finland,FIN,1980,,8.04,4779358.0,Europe
1679,Finland,FIN,1985,,8.01,4902262.0,Europe
1680,Finland,FIN,1990,,8.56,4986576.0,Europe
1681,Finland,FIN,1995,,9.31,5107919.0,Europe
1682,Finland,FIN,2000,,9.9,5176197.0,Europe
1683,Finland,FIN,2005,,10.42,5246078.0,Europe
1684,Finland,FIN,2010,,10.71,5363347.0,Europe
1685,Finland,FIN,2015,,10.94,5479719.0,Europe
1686,Finland,FIN,2020,,11.05,5529616.0,Europe
1687,France,FRA,1475,6.0,,14867569.0,Europe
1688,France,FRA,1550,19.0,,18314626.0,Europe
1689,France,FRA,1650,29.0,,21992348.0,Europe
1690,France,FRA,1750,29.0,,24994858.0,Europe
1691,France,FRA,1870,,0.7,38186983.0,Europe
1692,France,FRA,1875,,0.81,38464245.0,Europe
1693,France,FRA,1880,,1.2,38730622.0,Europe
1694,France,FRA,1885,,1.55,39130866.0,Europe
1695,France,FRA,1890,,1.8,39532330.0,Europe
1696,France,FRA,1895,,2.09,39785987.0,Europe
1697,France,FRA,1900,,2.35,40019136.0,Europe
1698,France,FRA,1901,83.5,,40067484.0,Europe
1699,France,FRA,1905,,2.65,40265996.0,Europe
1700,France,FRA,1906,85.9,,40315932.0,Europe
1701,France,FRA,1910,,2.95,40344819.0,Europe
1702,France,FRA,1911,88.1,,40224160.0,Europe
1703,France,FRA,1915,,3.21,39351947.0,Europe
1704,France,FRA,1920,,3.45,38529587.0,Europe
1705,France,FRA,1921,91.8,,38594388.0,Europe
1706,France,FRA,1925,,3.66,39513139.0,Europe
1707,France,FRA,1926,93.9,,39769931.0,Europe
1708,France,FRA,1930,,3.79,40618294.0,Europe
1709,France,FRA,1931,94.7,,40687278.0,Europe
1710,France,FRA,1935,,3.94,40512018.0,Europe
1711,France,FRA,1936,96.0,,40452232.0,Europe
1712,France,FRA,1940,,4.11,40337546.0,Europe
1713,France,FRA,1945,,4.27,40952105.0,Europe
1714,France,FRA,1946,96.6,,41101259.0,Europe
1715,France,FRA,1950,96.5,4.42,41883122.0,Europe
1716,France,FRA,1955,,4.56,44136093.0,Europe
1717,France,FRA,1960,,4.32,46428136.0,Europe
1718,France,FRA,1965,,4.78,48772824.0,Europe
1719,France,FRA,1970,,5.46,50813071.0,Europe
1720,France,FRA,1975,,6.05,52746324.0,Europe
1721,France,FRA,1980,,6.37,53941061.0,Europe
1722,France,FRA,1985,,7.37,55467153.0,Europe
1723,France,FRA,1990,,8.32,56990239.0,Europe
1724,France,FRA,1995,,9.36,58192207.0,Europe
1725,France,FRA,2000,,10.22,59483716.0,Europe
1726,France,FRA,2005,,10.86,61625031.0,Europe
1727,France,FRA,2010,,11.34,63417366.0,Europe
1728,France,FRA,2015,,11.6,64916337.0,Europe
1729,France,FRA,2020,,11.89,65905273.0,Europe
1730,French Guiana,GUF,1950,67.5,,23418.0,South America
1731,French Guiana,GUF,1982,82.92,,72287.0,South America
1732,French Polynesia,PYF,1950,32.5,,64360.0,Oceania
1733,Gabon,GAB,1993,72.23,,1066404.0,Africa
1734,Gabon,GAB,2015,,9.53,2040990.0,Africa
1735,Gabon,GAB,2020,,10.18,2322538.0,Africa
1736,Gabon,GAB,2021,88.86,,2376729.0,Africa
1737,Gambia,GMB,1870,,0.05,128114.0,Africa
1738,Gambia,GMB,1875,,0.06,134157.0,Africa
1739,Gambia,GMB,1880,,0.08,140733.0,Africa
1740,Gambia,GMB,1885,,0.1,147629.0,Africa
1741,Gambia,GMB,1890,,0.12,154676.0,Africa
1742,Gambia,GMB,1895,,0.16,160839.0,Africa
1743,Gambia,GMB,1900,,0.19,167051.0,Africa
1744,Gambia,GMB,1905,,0.24,173501.0,Africa
1745,Gambia,GMB,1910,,0.26,180090.0,Africa
1746,Gambia,GMB,1915,,0.25,186222.0,Africa
1747,Gambia,GMB,1920,,0.25,193150.0,Africa
1748,Gambia,GMB,1925,,0.25,206991.0,Africa
1749,Gambia,GMB,1930,,0.26,222853.0,Africa
1750,Gambia,GMB,1935,,0.36,239033.0,Africa
1751,Gambia,GMB,1940,,0.37,256862.0,Africa
1752,Gambia,GMB,1945,,0.38,280183.0,Africa
1753,Gambia,GMB,1950,7.5,0.41,306745.0,Africa
1754,Gambia,GMB,1955,,0.44,348799.0,Africa
1755,Gambia,GMB,1960,,0.48,398071.0,Africa
1756,Gambia,GMB,1965,,0.54,455960.0,Africa
1757,Gambia,GMB,1970,,0.58,524115.0,Africa
1758,Gambia,GMB,1975,,0.75,606829.0,Africa
1759,Gambia,GMB,1980,,1.0,713921.0,Africa
1760,Gambia,GMB,1985,,1.32,858879.0,Africa
1761,Gambia,GMB,1990,,1.85,1054703.0,Africa
1762,Gambia,GMB,1995,,2.33,1264320.0,Africa
1763,Gambia,GMB,2000,36.82,2.77,1455095.0,Africa
1764,Gambia,GMB,2005,,3.39,1667035.0,Africa
1765,Gambia,GMB,2010,,3.92,1926634.0,Africa
1766,Gambia,GMB,2015,50.78,4.42,2224530.0,Africa
1767,Gambia,GMB,2018,53.16,,2399633.0,Africa
1768,Gambia,GMB,2020,,4.92,2515744.0,Africa
1769,Gambia,GMB,2021,51.64,,2576015.0,Africa
1770,Georgia,GEO,2002,99.65,,4127854.0,Asia
1771,Georgia,GEO,2014,99.59,,3792921.0,Asia
1772,Georgia,GEO,2017,99.36,,3792860.0,Asia
1773,Georgia,GEO,2018,99.65,,3794881.0,Asia
1774,Georgia,GEO,2019,99.87572,,3796722.0,Asia
1775,Georgia,GEO,2020,99.89307,,3795680.0,Asia
1776,Georgia,GEO,2021,99.91808,,3788450.0,Asia
1777,Georgia,GEO,2022,99.57,,3794782.0,Asia
1778,Georgia,GEO,2023,99.56,,3807494.0,Asia
1779,Germany,DEU,1475,9.0,,9000000.0,Europe
1780,Germany,DEU,1550,16.0,,12000000.0,Europe
1781,Germany,DEU,1650,31.0,,13000000.0,Europe
1782,Germany,DEU,1750,38.0,,17897050.0,Europe
1783,Germany,DEU,1870,,2.22,39664615.0,Europe
1784,Germany,DEU,1875,,2.44,41822422.0,Europe
1785,Germany,DEU,1880,,2.67,44110884.0,Europe
1786,Germany,DEU,1885,,2.89,46293746.0,Europe
1787,Germany,DEU,1890,,3.1,48674276.0,Europe
1788,Germany,DEU,1895,,3.31,52019260.0,Europe
1789,Germany,DEU,1900,,3.48,55775391.0,Europe
1790,Germany,DEU,1905,,3.62,60075384.0,Europe
1791,Germany,DEU,1910,,3.74,64056716.0,Europe
1792,Germany,DEU,1915,,4.42,63858476.0,Europe
1793,Germany,DEU,1920,,5.07,63273356.0,Europe
1794,Germany,DEU,1925,,5.55,65030007.0,Europe
1795,Germany,DEU,1930,,5.57,67246048.0,Europe
1796,Germany,DEU,1935,,5.94,69641071.0,Europe
1797,Germany,DEU,1940,,6.24,71740083.0,Europe
1798,Germany,DEU,1945,,6.56,71376625.0,Europe
1799,Germany,DEU,1950,98.5,7.21,69847778.0,Europe
1800,Germany,DEU,1955,,7.47,70334149.0,Europe
1801,Germany,DEU,1960,,7.54,72811635.0,Europe
1802,Germany,DEU,1965,,7.5,75966968.0,Europe
1803,Germany,DEU,1970,,7.1,78205103.0,Europe
1804,Germany,DEU,1975,,7.17,78701861.0,Europe
1805,Germany,DEU,1980,,7.36,78315373.0,Europe
1806,Germany,DEU,1985,,7.73,77863423.0,Europe
1807,Germany,DEU,1990,,8.96,79707963.0,Europe
1808,Germany,DEU,1995,,9.93,82019890.0,Europe
1809,Germany,DEU,2000,,10.59,81797255.0,Europe
1810,Germany,DEU,2005,,11.98,82046733.0,Europe
1811,Germany,DEU,2010,,12.58,80830916.0,Europe
1812,Germany,DEU,2015,,12.86,82077546.0,Europe
1813,Germany,DEU,2020,,13.1,83628711.0,Europe
1814,Ghana,GHA,1870,,0.01,2187227.0,Africa
1815,Ghana,GHA,1875,,0.02,2253809.0,Africa
1816,Ghana,GHA,1880,,0.02,2325978.0,Africa
1817,Ghana,GHA,1885,,0.02,2412628.0,Africa
1818,Ghana,GHA,1890,,0.03,2505515.0,Africa
1819,Ghana,GHA,1895,,0.04,2608810.0,Africa
1820,Ghana,GHA,1900,,0.05,2717458.0,Africa
1821,Ghana,GHA,1905,,0.1,2830640.0,Africa
1822,Ghana,GHA,1910,,0.15,2945929.0,Africa
1823,Ghana,GHA,1915,,0.19,3049125.0,Africa
1824,Ghana,GHA,1920,,0.27,3173635.0,Africa
1825,Ghana,GHA,1925,,0.32,3403752.0,Africa
1826,Ghana,GHA,1930,,0.36,3664587.0,Africa
1827,Ghana,GHA,1935,,0.45,3930661.0,Africa
1828,Ghana,GHA,1940,,0.51,4223839.0,Africa
1829,Ghana,GHA,1945,,0.56,4607322.0,Africa
1830,Ghana,GHA,1950,22.5,0.7,5080664.0,Africa
1831,Ghana,GHA,1955,,0.83,5914933.0,Africa
1832,Ghana,GHA,1960,,1.1,6961216.0,Africa
1833,Ghana,GHA,1965,,2.03,7882609.0,Africa
1834,Ghana,GHA,1970,,3.35,8925813.0,Africa
1835,Ghana,GHA,1975,,4.23,10294312.0,Africa
1836,Ghana,GHA,1980,,4.93,11941451.0,Africa
1837,Ghana,GHA,1985,,5.63,13661237.0,Africa
1838,Ghana,GHA,1990,,6.05,15394650.0,Africa
1839,Ghana,GHA,1995,,6.27,17399023.0,Africa
1840,Ghana,GHA,2000,57.9,6.67,19637085.0,Africa
1841,Ghana,GHA,2005,,7.28,22449446.0,Africa
1842,Ghana,GHA,2010,71.5,7.66,25475000.0,Africa
1843,Ghana,GHA,2015,60.198105,7.72,28696071.0,Africa
1844,Ghana,GHA,2017,64.49,,30008364.0,Africa
1845,Ghana,GHA,2020,,8.39,31887802.0,Africa
1846,Ghana,GHA,2021,76.49,,32518662.0,Africa
1847,Gibraltar,GIB,1950,67.5,,21680.0,Europe
1848,Greece,GRC,1870,,0.78,3670555.0,Europe
1849,Greece,GRC,1875,,0.89,3862904.0,Europe
1850,Greece,GRC,1880,,1.02,4067664.0,Europe
1851,Greece,GRC,1885,,1.14,4282905.0,Europe
1852,Greece,GRC,1890,,1.26,4509512.0,Europe
1853,Greece,GRC,1895,,1.37,4748357.0,Europe
1854,Greece,GRC,1900,,1.64,4990133.0,Europe
1855,Greece,GRC,1905,,1.8,5180704.0,Europe
1856,Greece,GRC,1907,39.5,,5254961.0,Europe
1857,Greece,GRC,1910,,2.03,5368127.0,Europe
1858,Greece,GRC,1915,,2.29,5560909.0,Europe
1859,Greece,GRC,1920,48.0,2.42,5771532.0,Europe
1860,Greece,GRC,1925,,2.61,6078140.0,Europe
1861,Greece,GRC,1928,58.1,,6278572.0,Europe
1862,Greece,GRC,1930,,2.98,6426998.0,Europe
1863,Greece,GRC,1935,,3.56,6869563.0,Europe
1864,Greece,GRC,1940,,3.94,7310983.0,Europe
1865,Greece,GRC,1945,,4.36,7496655.0,Europe
1866,Greece,GRC,1950,72.5,4.39,7651080.0,Europe
1867,Greece,GRC,1955,,5.79,7984712.0,Europe
1868,Greece,GRC,1960,,7.78,8384484.0,Europe
1869,Greece,GRC,1965,,6.68,8521368.0,Europe
1870,Greece,GRC,1970,,6.84,8747778.0,Europe
1871,Greece,GRC,1975,,7.15,9016969.0,Europe
1872,Greece,GRC,1980,,7.58,9653419.0,Europe
1873,Greece,GRC,1981,90.51,,9754398.0,Europe
1874,Greece,GRC,1985,,8.37,10037038.0,Europe
1875,Greece,GRC,1990,,9.34,10258494.0,Europe
1876,Greece,GRC,1991,92.61,,10306645.0,Europe
1877,Greece,GRC,1995,,9.54,10519233.0,Europe
1878,Greece,GRC,2000,,9.9,10782638.0,Europe
1879,Greece,GRC,2001,95.99,,10843166.0,Europe
1880,Greece,GRC,2005,,10.95,10981340.0,Europe
1881,Greece,GRC,2009,93.91,,11108067.0,Europe
1882,Greece,GRC,2010,,11.36,11124666.0,Europe
1883,Greece,GRC,2015,,11.6,10820902.0,Europe
1884,Greece,GRC,2020,,11.86,10699370.0,Europe
1885,Greenland,GRL,1950,98.5,,23231.0,North America
1886,Grenada,GRD,1950,67.5,,77280.0,North America
1887,Grenada,GRD,1970,97.79,,98431.0,North America
1888,Guadeloupe,GLP,1950,67.5,,215523.0,North America
1889,Guadeloupe,GLP,1982,90.1,,335826.0,North America
1890,Guam,GUM,1950,87.5,,60796.0,Oceania
1891,Guam,GUM,1980,96.42,,110154.0,Oceania
1892,Guam,GUM,1990,99.37,,138623.0,Oceania
1893,Guatemala,GTM,1870,,0.22,1093998.0,North America
1894,Guatemala,GTM,1875,,0.26,1168272.0,North America
1895,Guatemala,GTM,1880,,0.32,1246623.0,North America
1896,Guatemala,GTM,1885,,0.38,1320900.0,North America
1897,Guatemala,GTM,1890,,0.46,1384956.0,North America
1898,Guatemala,GTM,1895,,0.59,1368885.0,North America
1899,Guatemala,GTM,1900,,0.84,1352626.0,North America
1900,Guatemala,GTM,1905,,0.91,1415615.0,North America
1901,Guatemala,GTM,1910,,1.07,1494871.0,North America
1902,Guatemala,GTM,1915,,1.2,1578439.0,North America
1903,Guatemala,GTM,1920,,1.31,1663732.0,North America
1904,Guatemala,GTM,1925,,1.28,1751960.0,North America
1905,Guatemala,GTM,1930,,1.29,1857837.0,North America
1906,Guatemala,GTM,1935,,1.42,2057031.0,North America
1907,Guatemala,GTM,1940,,1.43,2304571.0,North America
1908,Guatemala,GTM,1945,,1.41,2664531.0,North America
1909,Guatemala,GTM,1950,27.5,1.32,3097199.0,North America
1910,Guatemala,GTM,1955,,1.35,3533311.0,North America
1911,Guatemala,GTM,1960,,1.41,4063659.0,North America
1912,Guatemala,GTM,1965,,1.51,4704973.0,North America
1913,Guatemala,GTM,1970,,1.78,5396972.0,North America
1914,Guatemala,GTM,1975,,2.11,6128733.0,North America
1915,Guatemala,GTM,1980,,2.94,6900215.0,North America
1916,Guatemala,GTM,1985,,3.27,7849691.0,North America
1917,Guatemala,GTM,1990,,3.66,9024775.0,North America
1918,Guatemala,GTM,1994,64.21,,10043713.0,North America
1919,Guatemala,GTM,1995,,3.96,10312999.0,North America
1920,Guatemala,GTM,2000,,4.35,11697592.0,North America
1921,Guatemala,GTM,2002,69.1,,12246923.0,North America
1922,Guatemala,GTM,2005,,4.33,13087637.0,North America
1923,Guatemala,GTM,2010,,5.21,14500118.0,North America
1924,Guatemala,GTM,2012,78.26,,15089639.0,North America
1925,Guatemala,GTM,2013,77.04,,15387339.0,North America
1926,Guatemala,GTM,2014,81.29,,15681725.0,North America
1927,Guatemala,GTM,2015,80.2,5.72,15971745.0,North America
1928,Guatemala,GTM,2018,80.81,,16845688.0,North America
1929,Guatemala,GTM,2020,,6.26,17357331.0,North America
1930,Guatemala,GTM,2022,83.03,,17847877.0,North America
1931,Guatemala,GTM,2023,83.01958,,18124841.0,North America
1932,Guinea,GIN,1996,20.55,,7770035.0,Africa
1933,Guinea,GIN,2003,29.7,,8870790.0,Africa
1934,Guinea,GIN,2010,25.31,,10396090.0,Africa
1935,Guinea,GIN,2014,32.0,,11472921.0,Africa
1936,Guinea,GIN,2018,39.62,,12704776.0,Africa
1937,Guinea-Bissau,GNB,1950,3.0,,543632.0,Africa
1938,Guinea-Bissau,GNB,1979,19.96,,819878.0,Africa
1939,Guinea-Bissau,GNB,2000,41.36,,1234747.0,Africa
1940,Guinea-Bissau,GNB,2019,54.88,,1967704.0,Africa
1941,Guinea-Bissau,GNB,2022,63.93,,2105535.0,Africa
1942,Guyana,GUY,1870,,0.25,191470.0,South America
1943,Guyana,GUY,1875,,0.38,218291.0,South America
1944,Guyana,GUY,1880,,0.63,246293.0,South America
1945,Guyana,GUY,1885,,0.87,260674.0,South America
1946,Guyana,GUY,1890,,1.11,273149.0,South America
1947,Guyana,GUY,1895,,1.3,285977.0,South America
1948,Guyana,GUY,1900,,1.56,297513.0,South America
1949,Guyana,GUY,1905,,1.79,297697.0,South America
1950,Guyana,GUY,1910,,1.98,296177.0,South America
1951,Guyana,GUY,1915,,2.3,295399.0,South America
1952,Guyana,GUY,1920,,2.58,295538.0,South America
1953,Guyana,GUY,1925,,2.75,298514.0,South America
1954,Guyana,GUY,1930,,2.97,303521.0,South America
1955,Guyana,GUY,1935,,3.2,318965.0,South America
1956,Guyana,GUY,1940,,3.44,339001.0,South America
1957,Guyana,GUY,1945,,3.59,374291.0,South America
1958,Guyana,GUY,1950,77.5,4.36,418045.0,South America
1959,Guyana,GUY,1955,,4.6,484374.0,South America
1960,Guyana,GUY,1960,,4.91,569156.0,South America
1961,Guyana,GUY,1965,,5.35,635135.0,South America
1962,Guyana,GUY,1970,,5.76,702714.0,South America
1963,Guyana,GUY,1975,,6.16,745407.0,South America
1964,Guyana,GUY,1980,,6.65,774372.0,South America
1965,Guyana,GUY,1985,,7.04,771484.0,South America
1966,Guyana,GUY,1990,,7.27,749891.0,South America
1967,Guyana,GUY,1995,,7.92,758395.0,South America
1968,Guyana,GUY,2000,,8.43,764836.0,South America
1969,Guyana,GUY,2005,,8.79,760922.0,South America
1970,Guyana,GUY,2010,,9.0,749259.0,South America
1971,Guyana,GUY,2015,,8.32,758783.0,South America
1972,Guyana,GUY,2020,85.64,8.52,807486.0,South America
1973,Haiti,HTI,1870,,0.01,1165498.0,North America
1974,Haiti,HTI,1875,,0.01,1230328.0,North America
1975,Haiti,HTI,1880,,0.01,1298731.0,North America
1976,Haiti,HTI,1885,,0.01,1370922.0,North America
1977,Haiti,HTI,1890,,0.01,1447110.0,North America
1978,Haiti,HTI,1895,,0.01,1527517.0,North America
1979,Haiti,HTI,1900,,0.14,1616961.0,North America
1980,Haiti,HTI,1905,,0.2,1742117.0,North America
1981,Haiti,HTI,1910,,0.22,1883502.0,North America
1982,Haiti,HTI,1915,,0.27,2045990.0,North America
